Data de Produção Acumulada,Cod. Ordem,Cod Recurso,Cod Produto,Qt. Total Acumulada Produzida até a data específica,Qt. Acumulada Refugada até a data específica,Qtd. Acumulada total Retrabalhada até a data específica,Fator Un.,Cód. Un.,Descrição da massa (Composto),Consumo total de Massa Acumulada,Tempo Restante para Manutenção
2023-09-14,9924920,IJ-117,SA05780,380,68,49,1.0,PC,N-142/67,1.0455034080088454,-151
2023-07-11,3922104,IJ-118,SA02004,796,64,26,1.0,PC,N-142/67,1.1849449523503006,-216
2023-12-07,9735379,IJ-118,SA02961,713,16,1,1.0,PC,N-142/67,1.19912712597234,-67
2023-11-24,9166295,IJ-046,SA05780,883,86,36,1.0,PC,N-142/67,1.191888628622848,-80
2023-10-26,7695303,IJ-046,SA02961,518,83,5,1.0,PC,P212/1,1.4684215466790123,-109
2023-09-16,4161700,IJ-118,SA02961,372,54,7,1.0,PC,N-142/67,0.916925633424022,-149
2023-03-17,2120281,IJ-046,SA05780,591,51,32,1.0,PC,P212/1,1.3353349642414014,-332
2023-09-22,2135335,IJ-118,SA02004,699,46,5,1.0,PC,P212/1,0.6181864450241965,-143
2023-04-04,1927498,IJ-117,SA02961,477,38,30,1.0,PC,N-142/67,0.5131182154880299,-314
2023-03-15,5992263,IJ-117,SA02004,565,12,12,1.0,PC,P212/1,0.8222004374972212,-334
2023-06-30,5568604,IJ-046,SA05780,941,83,20,1.0,PC,N-142/67,0.7789576639585678,-227
2023-05-07,7618669,IJ-118,SA05780,923,16,40,1.0,PC,P212/1,1.4789183710733877,-281
2023-11-02,1877196,IJ-117,SA02961,981,77,41,1.0,PC,N-142/67,1.0032970178861218,-102
2023-09-10,2338509,IJ-118,SA05780,994,89,44,1.0,PC,N-142/67,0.7762243392270017,-155
2023-04-14,2336645,IJ-118,SA05780,62,11,25,1.0,PC,P212/1,0.5818378126902473,-304
2023-02-19,6406718,IJ-118,SA05780,312,8,49,1.0,PC,N-142/67,1.2049464552800813,-358
2023-10-11,2980057,IJ-046,SA05780,861,71,21,1.0,PC,P212/1,1.4138207205911784,-124
2023-12-18,7937693,IJ-046,SA05780,482,23,7,1.0,PC,N-142/67,0.7239294703858857,-56
2023-12-18,7470715,IJ-117,SA02004,177,78,17,1.0,PC,N-142/67,1.3772177391330322,-56
2023-11-17,7293180,IJ-046,SA05780,911,51,27,1.0,PC,N-142/67,0.7179111206781063,-87
2023-06-22,8649088,IJ-046,SA05780,206,86,11,1.0,PC,P212/1,1.0638936774545444,-235
2023-04-01,8246982,IJ-117,SA02961,553,43,46,1.0,PC,P212/1,0.9903222691674181,-317
2023-12-03,2326725,IJ-046,SA02004,950,58,39,1.0,PC,P212/1,1.127692898444593,-71
2023-01-01,7131381,IJ-117,SA02004,464,67,22,1.0,PC,N-142/67,0.5507911518973154,-407
2023-04-13,4888065,IJ-117,SA02961,243,37,45,1.0,PC,N-142/67,0.7301663683126257,-305
2023-01-30,4825583,IJ-046,SA02961,115,35,14,1.0,PC,N-142/67,1.0410551087092985,-378
2023-07-20,6630779,IJ-046,SA02004,777,90,49,1.0,PC,P212/1,1.3125639497561086,-207
2023-09-21,2213208,IJ-118,SA02004,428,25,35,1.0,PC,N-142/67,1.1070283764112032,-144
2023-04-10,9567255,IJ-046,SA02004,369,48,30,1.0,PC,N-142/67,1.0160439181534646,-308
2023-12-18,4601241,IJ-117,SA02004,762,28,1,1.0,PC,P212/1,0.6995245364581624,-56
2023-02-09,7364067,IJ-117,SA02004,152,22,30,1.0,PC,N-142/67,0.7244511919557004,-368
2023-07-22,2276492,IJ-117,SA02961,555,19,2,1.0,PC,P212/1,1.1430646769168602,-205
2023-07-10,2284608,IJ-046,SA05780,153,88,2,1.0,PC,N-142/67,1.3359524536808691,-217
2023-12-13,5110487,IJ-117,SA02961,34,98,34,1.0,PC,N-142/67,1.2778772240905154,-61
2023-02-22,7399312,IJ-117,SA05780,6,66,38,1.0,PC,N-142/67,1.30430141550749,-355
2023-11-26,4451346,IJ-046,SA05780,40,90,45,1.0,PC,N-142/67,0.9126948049050504,-78
2023-08-10,9724110,IJ-118,SA02961,27,1,16,1.0,PC,N-142/67,0.575633256897776,-186
2023-08-21,1605283,IJ-046,SA02961,69,57,36,1.0,PC,N-142/67,0.7028664600223656,-175
2023-06-04,8528450,IJ-118,SA02961,796,14,42,1.0,PC,P212/1,1.167290900707901,-253
2023-10-27,1522433,IJ-118,SA02961,65,60,5,1.0,PC,N-142/67,0.5763157235844373,-108
2023-09-19,6085610,IJ-118,SA05780,35,37,9,1.0,PC,N-142/67,0.6710439407666352,-146
2023-07-18,7799219,IJ-046,SA05780,396,32,31,1.0,PC,N-142/67,0.9093983881370407,-209
2023-12-26,2888928,IJ-118,SA02004,276,57,19,1.0,PC,P212/1,0.9137259535853915,-48
2023-06-23,7351258,IJ-046,SA02961,984,69,28,1.0,PC,N-142/67,1.1798164675025635,-234
2023-08-12,2379951,IJ-118,SA02961,301,25,46,1.0,PC,N-142/67,1.1605124518735193,-184
2023-08-23,9124162,IJ-118,SA02961,476,15,13,1.0,PC,N-142/67,0.9579407110398837,-173
2023-01-21,7172072,IJ-117,SA02004,557,68,27,1.0,PC,N-142/67,1.0047993862199398,-387
2023-11-08,6397937,IJ-118,SA05780,539,81,10,1.0,PC,N-142/67,0.5595061691782673,-96
2023-02-26,6184658,IJ-118,SA02961,842,53,6,1.0,PC,N-142/67,1.4487710545065495,-351
2023-03-13,1000168,IJ-046,SA02004,169,60,14,1.0,PC,N-142/67,1.2928198131030881,-336
2023-08-03,2035179,IJ-118,SA05780,126,11,32,1.0,PC,N-142/67,1.3936007846103937,-193
2023-01-24,7495848,IJ-117,SA02004,255,96,36,1.0,PC,P212/1,0.8614546407833497,-384
2023-06-20,8900001,IJ-046,SA05780,593,4,14,1.0,PC,P212/1,0.8657034874386872,-237
2023-04-28,5138671,IJ-117,SA05780,41,31,34,1.0,PC,P212/1,0.7898491101836161,-290
2023-05-14,1789623,IJ-117,SA05780,523,37,18,1.0,PC,N-142/67,1.0276721190771603,-274
2023-08-10,7753007,IJ-117,SA05780,93,70,9,1.0,PC,P212/1,1.3826265983615134,-186
2023-09-08,9438056,IJ-118,SA02961,152,36,33,1.0,PC,P212/1,1.0495967781051094,-157
2023-08-12,1991576,IJ-046,SA05780,455,21,24,1.0,PC,N-142/67,0.6566555418231037,-184
2023-06-18,5046430,IJ-118,SA02961,705,56,6,1.0,PC,P212/1,0.8856081551253816,-239
2023-07-15,1652059,IJ-118,SA02961,514,2,23,1.0,PC,N-142/67,1.0387931031853905,-212
2023-09-29,5820528,IJ-118,SA05780,780,89,31,1.0,PC,P212/1,0.8004653269302531,-136
2023-12-20,9437372,IJ-118,SA02961,377,72,25,1.0,PC,N-142/67,0.5160707548631066,-54
2023-02-01,7280437,IJ-117,SA02961,818,94,1,1.0,PC,N-142/67,0.7127940324121451,-376
2023-10-09,4259886,IJ-046,SA02961,835,99,5,1.0,PC,P212/1,1.020221025639863,-126
2023-05-06,1153048,IJ-046,SA02961,677,30,5,1.0,PC,N-142/67,1.4163868467041978,-282
2023-09-27,4592857,IJ-118,SA05780,158,53,8,1.0,PC,N-142/67,1.0944246619443403,-138
2023-10-15,7298676,IJ-046,SA02961,235,5,9,1.0,PC,P212/1,0.842499672725302,-120
2023-11-01,2376791,IJ-046,SA02961,53,60,26,1.0,PC,P212/1,0.5608918780545846,-103
2023-06-02,1193932,IJ-118,SA05780,120,77,15,1.0,PC,P212/1,0.6484974800628983,-255
2023-01-15,9310397,IJ-117,SA02004,106,63,27,1.0,PC,N-142/67,1.1516352737427595,-393
2023-07-14,6856886,IJ-117,SA02004,171,71,13,1.0,PC,P212/1,0.8205714323679952,-213
2023-11-12,8614865,IJ-118,SA02004,524,41,33,1.0,PC,P212/1,0.8051144956940277,-92
2023-04-20,2268951,IJ-117,SA02961,211,5,5,1.0,PC,P212/1,0.5888369413403518,-298
2023-05-30,4303030,IJ-046,SA05780,816,12,3,1.0,PC,P212/1,0.8442667610067421,-258
2023-12-17,8703992,IJ-117,SA02004,8,51,43,1.0,PC,N-142/67,0.5200715966049722,-57
2023-04-29,4304727,IJ-117,SA02961,843,67,30,1.0,PC,N-142/67,1.1563069898079208,-289
2023-03-19,5022647,IJ-117,SA02004,438,90,28,1.0,PC,N-142/67,1.2551852640189312,-330
2023-09-02,9518379,IJ-117,SA05780,151,52,23,1.0,PC,N-142/67,1.0984046380761872,-163
2023-12-18,6734429,IJ-046,SA02961,333,24,33,1.0,PC,N-142/67,0.7754563551828882,-56
2023-12-06,8635119,IJ-118,SA05780,370,46,2,1.0,PC,P212/1,0.5310455062226117,-68
2023-11-17,5818754,IJ-046,SA02004,836,86,13,1.0,PC,P212/1,1.3453312895079672,-87
2023-12-29,2080439,IJ-046,SA02961,629,87,46,1.0,PC,N-142/67,0.5629200907281011,-45
2023-07-24,8304490,IJ-118,SA02004,126,39,3,1.0,PC,P212/1,1.2856999505330737,-203
2023-07-25,3396720,IJ-046,SA05780,378,85,25,1.0,PC,P212/1,1.3470920958734478,-202
2023-12-04,3044698,IJ-117,SA05780,304,23,3,1.0,PC,P212/1,0.9332106837555256,-70
2023-09-17,6731153,IJ-118,SA05780,346,22,40,1.0,PC,P212/1,0.8566833455303424,-148
2023-09-25,5234323,IJ-118,SA02961,237,86,44,1.0,PC,P212/1,1.443146366281777,-140
2023-12-17,1490972,IJ-117,SA02961,568,27,14,1.0,PC,N-142/67,1.3426428006356672,-57
2023-08-23,2838826,IJ-117,SA02004,742,23,18,1.0,PC,P212/1,1.0867145512974845,-173
2023-07-18,2717057,IJ-117,SA05780,394,13,44,1.0,PC,P212/1,0.9690687711296259,-209
2023-12-14,7695593,IJ-118,SA05780,609,6,16,1.0,PC,N-142/67,0.6515623385680701,-60
2023-06-17,6916383,IJ-046,SA02004,666,97,35,1.0,PC,P212/1,1.01043439353444,-240
2023-09-26,4381976,IJ-117,SA02004,660,72,25,1.0,PC,P212/1,0.9744790462072573,-139
2023-09-13,1750872,IJ-117,SA02004,774,46,33,1.0,PC,P212/1,1.4758075802416841,-152
2023-03-23,5096631,IJ-117,SA05780,906,63,32,1.0,PC,P212/1,0.5958906929832273,-326
2023-04-20,9521993,IJ-118,SA02004,946,62,39,1.0,PC,P212/1,0.7487662825743813,-298
2023-01-24,7000363,IJ-046,SA05780,599,35,47,1.0,PC,N-142/67,0.5089309566810374,-384
2023-11-16,4113465,IJ-046,SA02961,506,12,30,1.0,PC,P212/1,0.7609413671456552,-88
2023-04-19,3625051,IJ-117,SA02961,26,2,8,1.0,PC,N-142/67,0.7888738846111734,-299
2023-10-05,9091086,IJ-117,SA05780,636,56,11,1.0,PC,N-142/67,1.3227320071129358,-130
2023-08-13,3004341,IJ-046,SA02961,841,77,30,1.0,PC,P212/1,1.1823022254881375,-183
2023-03-18,3034003,IJ-046,SA05780,677,33,12,1.0,PC,P212/1,0.9650101371200661,-331
2023-01-28,6682283,IJ-046,SA05780,381,77,46,1.0,PC,N-142/67,0.5541941399190923,-380
2023-10-29,1381971,IJ-117,SA02961,164,16,38,1.0,PC,P212/1,0.5590742133656635,-106
2023-03-27,6183696,IJ-046,SA02004,884,44,8,1.0,PC,N-142/67,0.9887096826342893,-322
2023-01-24,4754150,IJ-118,SA02961,250,92,35,1.0,PC,N-142/67,0.5514239533285483,-384
2023-11-24,5418657,IJ-118,SA02004,658,79,49,1.0,PC,P212/1,0.6867457911981928,-80
2023-03-08,5820360,IJ-117,SA02961,442,16,42,1.0,PC,P212/1,1.0665631013805617,-341
2023-01-24,7621557,IJ-118,SA05780,199,13,44,1.0,PC,P212/1,0.8180479933487531,-384
2023-05-10,8910493,IJ-117,SA02004,707,11,32,1.0,PC,N-142/67,1.2793622584671223,-278
2023-04-12,5471254,IJ-117,SA02004,324,89,2,1.0,PC,N-142/67,1.4492383805692926,-306
2023-10-24,8300027,IJ-118,SA02004,7,25,13,1.0,PC,P212/1,0.6346830054225422,-111
2023-08-28,7902974,IJ-118,SA02004,816,77,22,1.0,PC,N-142/67,1.3036492196202594,-168
2023-09-21,5511907,IJ-117,SA02004,315,27,14,1.0,PC,N-142/67,0.8454930310830481,-144
2023-03-31,4335531,IJ-118,SA05780,724,22,20,1.0,PC,N-142/67,1.276164345738208,-318
2023-03-14,7237173,IJ-046,SA02004,711,75,28,1.0,PC,N-142/67,0.5811113694950301,-335
2023-12-08,7062694,IJ-046,SA02961,986,24,8,1.0,PC,P212/1,1.0508974680469834,-66
2023-09-18,3550652,IJ-046,SA05780,519,35,30,1.0,PC,P212/1,1.4649954450241247,-147
2023-12-21,1855051,IJ-046,SA02004,937,48,38,1.0,PC,P212/1,0.9279301633480793,-53
2023-01-26,6808631,IJ-046,SA02961,823,25,27,1.0,PC,P212/1,1.2278974394987943,-382
2023-08-24,9838920,IJ-046,SA02004,714,83,48,1.0,PC,N-142/67,1.1084816139775833,-172
2023-11-14,5845380,IJ-117,SA02004,173,80,6,1.0,PC,N-142/67,0.562061961200601,-90
2023-11-07,2889198,IJ-117,SA02004,672,71,29,1.0,PC,N-142/67,1.4598544402221587,-97
2023-03-10,1369279,IJ-046,SA02961,364,40,12,1.0,PC,P212/1,1.0798028786164373,-339
2023-02-15,3559920,IJ-046,SA02004,197,17,39,1.0,PC,N-142/67,0.7156028275821389,-362
2023-12-04,1281805,IJ-117,SA05780,324,17,16,1.0,PC,P212/1,0.7438062450437491,-70
2023-10-14,3455696,IJ-117,SA05780,676,24,23,1.0,PC,P212/1,0.9998795590734667,-121
2023-01-01,5884894,IJ-118,SA02961,696,4,7,1.0,PC,P212/1,0.5447148764461001,-407
2023-07-13,5564789,IJ-118,SA02961,960,61,44,1.0,PC,P212/1,0.6987487684751749,-214
2023-01-04,4354243,IJ-118,SA05780,220,92,2,1.0,PC,N-142/67,0.893248281934255,-404
2023-06-12,4631705,IJ-117,SA02004,776,52,29,1.0,PC,P212/1,1.410987287512794,-245
2023-12-14,2621753,IJ-046,SA02004,905,10,34,1.0,PC,N-142/67,1.2245112503921431,-60
2023-04-23,2088682,IJ-046,SA02961,472,79,45,1.0,PC,P212/1,1.142835998495851,-295
2023-01-05,9576794,IJ-118,SA02961,979,73,22,1.0,PC,P212/1,0.5880874766947803,-403
2023-11-12,7229728,IJ-046,SA02961,341,39,15,1.0,PC,N-142/67,0.9446326682759592,-92
2023-07-12,2352266,IJ-118,SA02004,102,94,24,1.0,PC,P212/1,0.6158809260239763,-215
2023-08-16,7920256,IJ-046,SA05780,345,33,38,1.0,PC,N-142/67,1.1226297753259664,-180
2023-01-11,5493593,IJ-117,SA02004,356,31,25,1.0,PC,P212/1,1.0757583950162064,-397
2023-11-13,5142119,IJ-046,SA02004,897,57,23,1.0,PC,N-142/67,1.4655647290172586,-91
2023-04-06,3406839,IJ-117,SA02004,821,49,31,1.0,PC,P212/1,0.8325633204841105,-312
2023-12-04,4893284,IJ-117,SA02961,329,51,10,1.0,PC,N-142/67,1.2122364739414535,-70
2023-08-23,4801319,IJ-117,SA05780,983,75,36,1.0,PC,P212/1,1.4071208823050152,-173
2023-09-25,8934114,IJ-118,SA05780,973,19,18,1.0,PC,N-142/67,1.0106149378001583,-140
2023-07-10,4396990,IJ-046,SA02004,619,70,14,1.0,PC,N-142/67,1.3581770000960869,-217
2023-12-16,6297253,IJ-118,SA02004,464,44,11,1.0,PC,N-142/67,1.3930643829456124,-58
2023-06-27,4796057,IJ-046,SA05780,441,77,24,1.0,PC,N-142/67,1.299137573796206,-230
2023-02-09,2798248,IJ-046,SA02961,968,58,11,1.0,PC,N-142/67,1.0794170824335403,-368
2023-10-12,2306726,IJ-046,SA02961,241,80,23,1.0,PC,N-142/67,1.4029975544380173,-123
2023-07-14,2294131,IJ-117,SA02004,760,11,29,1.0,PC,N-142/67,0.6734086795285406,-213
2023-11-17,4373335,IJ-117,SA05780,401,19,16,1.0,PC,N-142/67,0.8473461929290373,-87
2023-06-21,6544987,IJ-117,SA05780,737,23,7,1.0,PC,P212/1,0.7139582305765375,-236
2023-09-25,4274751,IJ-046,SA05780,731,30,8,1.0,PC,P212/1,1.2198449142393697,-140
2023-02-14,3002105,IJ-046,SA05780,479,4,44,1.0,PC,P212/1,0.8523605852224301,-363
2023-09-13,8022554,IJ-117,SA02004,776,69,15,1.0,PC,P212/1,0.8250454340777146,-152
2023-11-04,9000846,IJ-046,SA02961,10,62,2,1.0,PC,N-142/67,1.2525643476507495,-100
2023-01-27,1536392,IJ-118,SA05780,633,83,48,1.0,PC,N-142/67,0.6374961590355988,-381
2023-04-05,6542130,IJ-117,SA02004,596,52,13,1.0,PC,P212/1,1.1111141162539773,-313
2023-04-18,2931697,IJ-046,SA02004,960,8,6,1.0,PC,P212/1,1.168695236160573,-300
2023-06-14,5363235,IJ-046,SA05780,221,92,47,1.0,PC,P212/1,0.7751516670786405,-243
2023-06-08,4707098,IJ-118,SA05780,597,50,4,1.0,PC,P212/1,1.1164437147988697,-249
2023-11-30,6427739,IJ-118,SA02961,838,71,2,1.0,PC,N-142/67,0.8694423184269241,-74
2023-07-11,3690349,IJ-046,SA02004,241,74,6,1.0,PC,N-142/67,1.0585364539962665,-216
2023-10-06,4419211,IJ-117,SA02004,720,14,28,1.0,PC,P212/1,0.5181514784025248,-129
2023-10-20,2137819,IJ-118,SA02961,398,86,2,1.0,PC,N-142/67,1.0009160813362317,-115
2023-04-29,8527866,IJ-046,SA02961,834,85,37,1.0,PC,N-142/67,0.5219986021939793,-289
2023-04-05,1452673,IJ-118,SA05780,939,10,35,1.0,PC,P212/1,1.0978544974626208,-313
2023-05-20,5638176,IJ-046,SA02961,538,17,16,1.0,PC,N-142/67,0.9163531880681092,-268
2023-05-18,9402600,IJ-117,SA02004,948,89,3,1.0,PC,N-142/67,0.6768892549970292,-270
2023-08-24,4940287,IJ-117,SA02961,820,89,2,1.0,PC,P212/1,1.1903477619164202,-172
2023-01-04,8091112,IJ-117,SA02004,794,35,31,1.0,PC,P212/1,1.16884589936589,-404
2023-01-29,4190685,IJ-117,SA05780,763,65,44,1.0,PC,N-142/67,1.1027782049711021,-379
2023-06-29,2257392,IJ-117,SA05780,724,47,23,1.0,PC,N-142/67,0.515814803415424,-228
2023-05-21,4236824,IJ-118,SA02004,742,38,24,1.0,PC,P212/1,0.8208050651086867,-267
2023-07-01,5276907,IJ-117,SA02961,96,41,44,1.0,PC,P212/1,0.8139383037006248,-226
2023-04-29,3482764,IJ-046,SA02961,315,29,9,1.0,PC,N-142/67,1.4330186544842896,-289
2023-01-07,2144605,IJ-046,SA02004,967,54,17,1.0,PC,N-142/67,0.5375272296009822,-401
2023-10-01,9793273,IJ-118,SA05780,414,83,45,1.0,PC,P212/1,1.2062149663714852,-134
2023-02-04,5590104,IJ-117,SA02004,369,92,2,1.0,PC,P212/1,0.7543596992967314,-373
2023-04-11,3780078,IJ-046,SA02004,162,81,30,1.0,PC,P212/1,0.770443088966621,-307
2023-02-23,4307456,IJ-117,SA02961,180,92,30,1.0,PC,N-142/67,1.315473223804592,-354
2023-10-31,2905556,IJ-046,SA05780,382,89,25,1.0,PC,P212/1,1.0998728156821351,-104
2023-03-26,7195848,IJ-046,SA02004,884,23,6,1.0,PC,P212/1,1.1354566795077288,-323
2023-05-03,1020400,IJ-046,SA05780,573,85,29,1.0,PC,N-142/67,0.7545827716890224,-285
2023-07-31,8162446,IJ-118,SA05780,726,1,12,1.0,PC,P212/1,0.9975169572765249,-196
2023-04-12,1195794,IJ-046,SA02961,440,79,43,1.0,PC,P212/1,0.8095223379976905,-306
2023-11-11,5873383,IJ-117,SA05780,28,93,49,1.0,PC,N-142/67,0.6951004273699095,-93
2023-10-12,9759515,IJ-118,SA02961,276,3,8,1.0,PC,N-142/67,1.2447258293744698,-123
2023-01-30,5604239,IJ-118,SA02961,574,84,32,1.0,PC,P212/1,0.9066874567871039,-378
2023-07-06,7558871,IJ-046,SA05780,104,51,18,1.0,PC,N-142/67,1.4667049338060942,-221
2023-10-05,4875722,IJ-118,SA02004,180,2,2,1.0,PC,P212/1,0.9049024249295928,-130
2023-04-02,9863549,IJ-117,SA02961,845,80,17,1.0,PC,P212/1,1.4601155002531991,-316
2023-05-16,2608421,IJ-117,SA02004,232,35,10,1.0,PC,P212/1,0.572566031243525,-272
2023-10-14,5410236,IJ-117,SA02004,271,59,1,1.0,PC,P212/1,0.9785387116588534,-121
2023-09-01,5331133,IJ-118,SA02004,866,78,4,1.0,PC,N-142/67,0.9510268557093547,-164
2023-01-09,4319143,IJ-046,SA05780,286,57,1,1.0,PC,P212/1,1.2669707656726679,-399
2023-04-02,4135161,IJ-117,SA02004,431,45,13,1.0,PC,P212/1,0.897532420273709,-316
2023-04-07,6462287,IJ-046,SA02004,978,94,28,1.0,PC,P212/1,1.24910431810589,-311
2023-12-28,5167478,IJ-046,SA02004,781,30,43,1.0,PC,N-142/67,1.1401292951682849,-46
2023-08-10,8227034,IJ-118,SA02961,780,33,23,1.0,PC,P212/1,1.07087083247863,-186
2023-01-16,8018876,IJ-117,SA05780,581,97,32,1.0,PC,N-142/67,1.0438743907151125,-392
2023-06-30,3661872,IJ-117,SA05780,838,98,46,1.0,PC,P212/1,0.969268232138875,-227
2023-11-29,4791753,IJ-046,SA02004,987,42,30,1.0,PC,N-142/67,0.5836881382003525,-75
2023-04-14,7338750,IJ-046,SA05780,967,20,20,1.0,PC,P212/1,0.8668431529364804,-304
2023-04-05,7083282,IJ-118,SA02004,119,14,33,1.0,PC,N-142/67,1.1314752650293154,-313
2023-01-03,9306097,IJ-046,SA05780,914,23,6,1.0,PC,P212/1,0.683473955613295,-405
2023-05-29,4586618,IJ-117,SA02961,725,32,22,1.0,PC,P212/1,0.9979323168355032,-259
2023-07-10,7382687,IJ-046,SA02004,292,37,23,1.0,PC,P212/1,0.9338447494981628,-217
2023-07-25,1632023,IJ-046,SA02961,239,84,32,1.0,PC,P212/1,0.9401946975603369,-202
2023-09-25,6735065,IJ-117,SA02961,856,18,26,1.0,PC,N-142/67,1.0998902494413463,-140
2023-09-26,9693427,IJ-118,SA02961,490,49,26,1.0,PC,N-142/67,0.5920035233491047,-139
2023-09-07,2294439,IJ-117,SA02004,618,89,14,1.0,PC,P212/1,0.847363928783434,-158
2023-08-30,2507212,IJ-046,SA05780,244,3,44,1.0,PC,N-142/67,1.1458679015632474,-166
2023-05-04,2280521,IJ-117,SA02961,380,80,1,1.0,PC,N-142/67,1.1994149494955704,-284
2023-11-18,2550830,IJ-118,SA05780,45,54,24,1.0,PC,N-142/67,1.4014451287581209,-86
2023-12-02,3893544,IJ-118,SA02004,689,76,18,1.0,PC,N-142/67,0.7380116017302282,-72
2023-06-20,1642872,IJ-117,SA02961,460,53,45,1.0,PC,N-142/67,1.240732207379014,-237
2023-08-30,6842468,IJ-117,SA02961,476,93,10,1.0,PC,N-142/67,0.7391938524288233,-166
2023-07-14,3587443,IJ-117,SA02961,728,53,29,1.0,PC,N-142/67,1.1472457248221697,-213
2023-07-27,3451397,IJ-118,SA02004,312,15,38,1.0,PC,P212/1,0.8557875532900355,-200
2023-01-01,3799130,IJ-117,SA05780,953,55,25,1.0,PC,N-142/67,1.3169514763568366,-407
2023-09-17,4023299,IJ-118,SA02961,909,55,24,1.0,PC,N-142/67,1.2175115723667225,-148
2023-01-05,1751565,IJ-118,SA02961,442,5,20,1.0,PC,P212/1,1.3797180052149827,-403
2023-02-20,4438253,IJ-118,SA02961,337,4,4,1.0,PC,P212/1,1.2570601859954968,-357
2023-09-01,8075934,IJ-118,SA05780,286,1,42,1.0,PC,P212/1,1.1379687680160728,-164
2023-10-31,8177029,IJ-117,SA02961,323,62,31,1.0,PC,P212/1,1.4172141557711628,-104
2023-04-17,9796392,IJ-046,SA05780,234,25,20,1.0,PC,N-142/67,1.2309643367431966,-301
2023-09-03,3325656,IJ-117,SA05780,23,69,43,1.0,PC,N-142/67,1.14657528908675,-162
2023-02-03,4467288,IJ-046,SA02961,951,66,1,1.0,PC,N-142/67,1.4738826060397372,-374
2023-09-26,3920254,IJ-117,SA02004,678,44,20,1.0,PC,N-142/67,0.6674391820550856,-139
2023-05-04,9843472,IJ-118,SA05780,437,87,36,1.0,PC,N-142/67,0.6021291521170867,-284
2023-02-26,6526346,IJ-118,SA05780,438,59,20,1.0,PC,N-142/67,1.0183948113896437,-351
2023-10-02,4933306,IJ-118,SA05780,36,68,42,1.0,PC,P212/1,1.4338745026832367,-133
2023-10-09,4385551,IJ-117,SA02961,957,4,9,1.0,PC,P212/1,1.2103891156071036,-126
2023-06-04,2347797,IJ-118,SA05780,157,13,13,1.0,PC,P212/1,0.8633398940976005,-253
2023-12-22,1876467,IJ-117,SA02004,857,49,36,1.0,PC,N-142/67,0.8018012634240871,-52
2023-10-04,9145742,IJ-046,SA02961,934,14,46,1.0,PC,P212/1,1.126295504750995,-131
2023-02-23,9125653,IJ-117,SA02961,94,26,13,1.0,PC,P212/1,1.113106988928966,-354
2023-06-15,3307138,IJ-118,SA02004,634,18,10,1.0,PC,P212/1,1.1447622762214862,-242
2023-10-17,2142408,IJ-046,SA05780,897,23,32,1.0,PC,N-142/67,0.8436213580635226,-118
2023-10-26,4549019,IJ-117,SA02004,561,17,14,1.0,PC,N-142/67,1.4108974348809598,-109
2023-07-01,4352632,IJ-117,SA02004,205,10,3,1.0,PC,P212/1,0.6427177334303397,-226
2023-07-10,6861954,IJ-046,SA02961,378,79,28,1.0,PC,P212/1,1.203106703717744,-217
2023-05-04,3088761,IJ-046,SA02004,759,73,2,1.0,PC,N-142/67,0.6717357421402406,-284
2023-11-10,8598268,IJ-117,SA02961,266,95,9,1.0,PC,P212/1,1.1612657779227615,-94
2023-02-24,3762114,IJ-046,SA02961,171,29,47,1.0,PC,P212/1,1.278666924356897,-353
2023-01-31,7765629,IJ-046,SA02004,555,74,3,1.0,PC,N-142/67,0.7727897727533161,-377
2023-12-10,4897650,IJ-046,SA02004,375,59,21,1.0,PC,P212/1,1.3630324086467676,-64
2023-05-29,5900407,IJ-046,SA02004,894,62,33,1.0,PC,N-142/67,0.8495028208459658,-259
2023-03-25,9428390,IJ-046,SA02961,354,81,23,1.0,PC,N-142/67,1.0035080271819639,-324
2023-07-05,1152545,IJ-118,SA02961,457,33,7,1.0,PC,P212/1,1.23279326495933,-222
2023-06-13,8808903,IJ-118,SA05780,664,43,19,1.0,PC,P212/1,0.812617149242824,-244
2023-02-05,9812631,IJ-046,SA02004,73,34,24,1.0,PC,N-142/67,1.373697387011431,-372
2023-12-20,1078425,IJ-118,SA02004,700,45,38,1.0,PC,N-142/67,1.1361022579888669,-54
2023-07-21,6100384,IJ-118,SA05780,408,12,20,1.0,PC,P212/1,0.6638200765608042,-206
2023-12-13,2753516,IJ-046,SA05780,818,71,26,1.0,PC,N-142/67,1.2013697599118607,-61
2023-01-12,6653806,IJ-118,SA02004,30,9,40,1.0,PC,N-142/67,1.0167086706046904,-396
2023-11-09,8987353,IJ-117,SA02004,337,28,29,1.0,PC,P212/1,1.1026703974851368,-95
2023-10-23,5197979,IJ-117,SA02004,59,10,16,1.0,PC,N-142/67,1.289886472922419,-112
2023-02-05,7994149,IJ-118,SA02004,420,87,30,1.0,PC,N-142/67,0.6521968889503744,-372
2023-06-25,6100932,IJ-046,SA05780,690,63,35,1.0,PC,P212/1,1.3975121458651754,-232
2023-05-05,1313783,IJ-118,SA05780,757,90,29,1.0,PC,P212/1,1.3819766894403578,-283
2023-02-10,4855734,IJ-118,SA02961,556,74,43,1.0,PC,P212/1,1.4281709617910412,-367
2023-10-16,1859651,IJ-046,SA05780,260,22,32,1.0,PC,N-142/67,0.8253469605467735,-119
2023-01-10,7222512,IJ-046,SA05780,450,75,16,1.0,PC,P212/1,1.0743220115489103,-398
