Data de Produção Acumulada,Cod. Ordem,Cod Recurso,Cod Produto,Qt. Total Acumulada Produzida até a data específica,Qt. Acumulada Refugada até a data específica,Qtd. Acumulada total Retrabalhada até a data específica,Fator Un.,Cód. Un.,Descrição da massa (Composto),Consumo total de Massa Acumulada,Tempo Restante para Manutenção
2023-07-27,5551908,IJ-046,SA02004,792,87,42,1.0,PC,P212/1,0.5533433599498836,-516
2023-03-08,6906102,IJ-118,SA02004,803,61,10,1.0,PC,N-142/67,1.3232053929496215,-657
2023-10-12,6382253,IJ-117,SA02004,463,30,46,1.0,PC,N-142/67,1.0783241839770685,-439
2023-01-10,9159696,IJ-118,SA02961,5,58,47,1.0,PC,P212/1,1.2649003277528525,-714
2023-07-26,7991876,IJ-118,SA05780,633,7,27,1.0,PC,P212/1,1.203836324277903,-517
2023-07-25,4737359,IJ-117,SA02004,650,76,31,1.0,PC,P212/1,1.0498889435499361,-518
2023-09-15,6374512,IJ-046,SA02004,920,39,5,1.0,PC,N-142/67,1.0307045196246714,-466
2023-01-01,5499101,IJ-046,SA02004,443,19,5,1.0,PC,P212/1,0.7124869667164847,-723
2023-08-03,3670821,IJ-118,SA02961,225,97,21,1.0,PC,N-142/67,1.2744484193294396,-509
2023-06-08,2901646,IJ-118,SA05780,505,53,46,1.0,PC,P212/1,1.1814344060374076,-565
2023-05-30,5696544,IJ-046,SA05780,73,88,13,1.0,PC,P212/1,1.1894800131910448,-574
2023-03-01,4147727,IJ-118,SA05780,308,23,47,1.0,PC,N-142/67,1.3994531620033652,-664
2023-01-04,4938568,IJ-046,SA02961,345,29,3,1.0,PC,P212/1,1.3983404703823599,-720
2023-02-13,2471909,IJ-118,SA05780,853,89,48,1.0,PC,N-142/67,0.745031923116449,-680
2023-09-27,4941303,IJ-117,SA02961,985,64,41,1.0,PC,N-142/67,1.3746739612501826,-454
2023-01-19,4691524,IJ-118,SA02961,718,48,35,1.0,PC,P212/1,0.8973936116684732,-705
2023-02-11,9906189,IJ-118,SA02004,826,10,39,1.0,PC,P212/1,1.0808095156848534,-682
2023-10-18,5479755,IJ-118,SA02004,52,58,15,1.0,PC,N-142/67,1.207591920320048,-433
2023-07-22,5552296,IJ-117,SA02961,280,57,46,1.0,PC,N-142/67,1.2547992904601108,-521
2023-06-28,1129881,IJ-117,SA05780,43,47,46,1.0,PC,P212/1,1.207543700462159,-545
2023-06-10,1698610,IJ-046,SA05780,463,77,40,1.0,PC,N-142/67,1.1726635856267236,-563
2023-02-07,8545399,IJ-046,SA02961,816,86,24,1.0,PC,P212/1,1.1313834578015303,-686
2023-01-23,7596589,IJ-046,SA02961,106,26,18,1.0,PC,N-142/67,1.3453673816334595,-701
2023-04-29,6036422,IJ-117,SA02961,140,14,41,1.0,PC,N-142/67,1.1496106987874128,-605
2023-08-31,1302219,IJ-117,SA02961,853,4,49,1.0,PC,N-142/67,0.6154559480984544,-481
2023-07-05,7719707,IJ-046,SA05780,219,34,1,1.0,PC,P212/1,0.8760829648395361,-538
2023-05-26,4025781,IJ-118,SA02004,661,29,37,1.0,PC,N-142/67,0.750095465586484,-578
2023-09-27,6008319,IJ-046,SA05780,457,26,37,1.0,PC,P212/1,0.7468799419994127,-454
2023-06-21,9356690,IJ-118,SA05780,89,88,23,1.0,PC,N-142/67,0.7210762017441326,-552
2023-04-08,2853553,IJ-046,SA05780,666,13,44,1.0,PC,P212/1,0.9672740003371383,-626
2023-05-14,2993791,IJ-046,SA05780,8,97,36,1.0,PC,N-142/67,0.9735361155827571,-590
2023-11-19,9680992,IJ-118,SA02004,110,70,25,1.0,PC,P212/1,0.5885044597116512,-401
2023-10-25,1188880,IJ-118,SA02961,352,78,25,1.0,PC,P212/1,0.7202546567458656,-426
2023-11-02,7171348,IJ-117,SA02004,81,62,20,1.0,PC,P212/1,0.7712648749012306,-418
2023-10-11,2679309,IJ-117,SA02004,979,50,28,1.0,PC,N-142/67,0.7382942935448127,-440
2023-02-09,9219475,IJ-117,SA02004,359,73,5,1.0,PC,N-142/67,0.8170578329372493,-684
2023-07-03,1642042,IJ-046,SA02004,463,59,24,1.0,PC,P212/1,0.6816699563557072,-540
2023-03-05,4570702,IJ-046,SA02961,480,91,20,1.0,PC,N-142/67,1.3912647980709099,-660
2023-11-19,4584577,IJ-117,SA05780,404,89,19,1.0,PC,P212/1,0.5982154005662285,-401
2023-11-24,4618909,IJ-117,SA05780,710,24,39,1.0,PC,P212/1,0.5991830439175648,-396
2023-08-28,4929711,IJ-046,SA02004,245,87,16,1.0,PC,N-142/67,1.2909849590116473,-484
2023-03-17,1266802,IJ-117,SA02961,293,71,14,1.0,PC,P212/1,0.9181293906200958,-648
2023-02-02,9960304,IJ-117,SA02961,270,92,43,1.0,PC,P212/1,0.905633311385682,-691
2023-05-25,5869820,IJ-118,SA02961,909,86,43,1.0,PC,N-142/67,1.1222265190313319,-579
2023-03-21,5321898,IJ-117,SA02004,419,38,30,1.0,PC,N-142/67,1.0483526406524417,-644
2023-09-21,8114898,IJ-117,SA02961,607,62,1,1.0,PC,P212/1,1.4416707283035681,-460
2023-07-01,3548809,IJ-117,SA05780,926,83,23,1.0,PC,P212/1,1.4118194389797578,-542
2023-01-25,5647334,IJ-046,SA05780,315,98,6,1.0,PC,N-142/67,1.0755629000511364,-699
2023-02-15,2556372,IJ-118,SA02961,791,12,18,1.0,PC,P212/1,0.5307143501864916,-678
2023-01-19,8698402,IJ-118,SA02004,890,59,11,1.0,PC,P212/1,0.7241882960322265,-705
2023-06-22,9754257,IJ-118,SA05780,940,30,18,1.0,PC,N-142/67,0.7578788939958181,-551
2023-04-07,5372607,IJ-046,SA05780,623,47,36,1.0,PC,P212/1,1.4358834723610574,-627
2023-03-09,5933855,IJ-118,SA02004,498,97,44,1.0,PC,P212/1,0.9140321656456344,-656
2023-07-18,6615132,IJ-117,SA02004,762,63,47,1.0,PC,P212/1,1.1110347596362518,-525
2023-01-21,6496408,IJ-117,SA02004,964,50,20,1.0,PC,N-142/67,0.5012878173222419,-703
2023-07-17,2662344,IJ-117,SA02004,963,59,21,1.0,PC,P212/1,1.2164002867683175,-526
2023-10-20,4009345,IJ-117,SA02004,591,49,36,1.0,PC,N-142/67,1.1639895275112546,-431
2023-12-20,9585439,IJ-118,SA05780,432,92,15,1.0,PC,P212/1,0.514112363043641,-370
2023-06-25,5411871,IJ-117,SA02961,695,84,3,1.0,PC,N-142/67,0.9014356880746528,-548
2023-07-05,9999232,IJ-118,SA02004,874,46,23,1.0,PC,P212/1,1.1894488825598197,-538
2023-06-02,1973260,IJ-118,SA02961,737,37,10,1.0,PC,P212/1,1.1336878255696576,-571
2023-08-16,1802699,IJ-118,SA02004,325,34,48,1.0,PC,P212/1,1.4097078597893133,-496
2023-09-24,4476254,IJ-117,SA02961,762,72,12,1.0,PC,P212/1,0.6962613443188841,-457
2023-11-11,7685660,IJ-118,SA05780,699,52,31,1.0,PC,N-142/67,0.842586918611688,-409
2023-05-24,2295965,IJ-118,SA05780,63,39,7,1.0,PC,N-142/67,0.5828593113343511,-580
2023-12-04,1007751,IJ-117,SA02004,681,97,45,1.0,PC,N-142/67,1.452331569608569,-386
2023-06-19,8196018,IJ-118,SA05780,278,14,12,1.0,PC,P212/1,0.6696790162783655,-554
2023-02-16,1759916,IJ-117,SA02961,430,99,36,1.0,PC,P212/1,1.1583274023663608,-677
2023-03-10,2607906,IJ-046,SA05780,192,82,43,1.0,PC,N-142/67,1.2341149987698237,-655
2023-09-08,1527744,IJ-118,SA02961,524,35,38,1.0,PC,N-142/67,1.2811929676266933,-473
2023-11-08,9989291,IJ-046,SA02004,823,89,48,1.0,PC,N-142/67,1.4569331225306885,-412
2023-05-30,1079903,IJ-118,SA05780,579,94,42,1.0,PC,P212/1,1.4676587563766275,-574
2023-09-09,3721744,IJ-046,SA02961,86,33,41,1.0,PC,P212/1,1.4420263828622764,-472
2023-03-30,4175254,IJ-118,SA02004,512,77,35,1.0,PC,N-142/67,0.6430452438210378,-635
2023-06-30,9698772,IJ-118,SA02961,969,26,28,1.0,PC,P212/1,1.0194123675447084,-543
2023-11-16,5871943,IJ-118,SA05780,521,13,43,1.0,PC,N-142/67,1.2657161616635326,-404
2023-08-20,3697141,IJ-118,SA05780,672,15,13,1.0,PC,P212/1,1.0554515358163803,-492
2023-01-31,7177311,IJ-117,SA02961,192,8,11,1.0,PC,N-142/67,0.6448189942979263,-693
2023-10-29,1587992,IJ-118,SA02961,601,73,45,1.0,PC,P212/1,1.1515594752491283,-422
2023-09-26,2512377,IJ-046,SA02961,12,26,14,1.0,PC,N-142/67,1.2099636529054236,-455
2023-10-12,6319490,IJ-117,SA02961,726,89,48,1.0,PC,P212/1,0.6567604305406515,-439
2023-10-03,5769448,IJ-117,SA02961,98,26,34,1.0,PC,N-142/67,1.2558808887340946,-448
2023-03-27,1609476,IJ-117,SA02004,374,60,25,1.0,PC,P212/1,1.0644276506221226,-638
2023-08-05,6081754,IJ-118,SA05780,69,65,14,1.0,PC,N-142/67,0.524470822455414,-507
2023-02-04,6134731,IJ-118,SA02004,8,92,10,1.0,PC,N-142/67,0.8590016043561943,-689
2023-04-21,7119596,IJ-117,SA05780,713,88,38,1.0,PC,N-142/67,1.1076406612793952,-613
2023-01-06,5253056,IJ-046,SA02004,690,68,40,1.0,PC,P212/1,1.232440867678489,-718
2023-05-05,4162398,IJ-117,SA02004,734,22,33,1.0,PC,P212/1,0.7864780941142963,-599
2023-02-04,1216206,IJ-117,SA02004,628,81,37,1.0,PC,P212/1,1.444938360385014,-689
2023-12-17,7850558,IJ-118,SA02961,82,41,10,1.0,PC,P212/1,1.0332246506613485,-373
2023-05-07,1961444,IJ-046,SA02004,916,13,46,1.0,PC,N-142/67,0.8460921632859976,-597
2023-04-15,7321308,IJ-046,SA02961,824,70,1,1.0,PC,N-142/67,0.5866295496417558,-619
2023-08-26,1832150,IJ-117,SA02961,508,33,15,1.0,PC,N-142/67,1.2659102718707698,-486
2023-03-26,1351986,IJ-046,SA02961,518,55,41,1.0,PC,N-142/67,1.2692868513362399,-639
2023-03-20,8766086,IJ-118,SA05780,55,41,13,1.0,PC,N-142/67,0.9341764250598631,-645
2023-03-10,1475122,IJ-118,SA02004,818,70,15,1.0,PC,P212/1,1.0243104447997287,-655
2023-10-11,5430787,IJ-117,SA02004,314,20,38,1.0,PC,P212/1,1.1330024812731865,-440
2023-03-16,1557097,IJ-117,SA02961,748,7,44,1.0,PC,P212/1,1.3786120456961384,-649
2023-07-14,9169599,IJ-118,SA05780,278,56,8,1.0,PC,P212/1,1.1812933775404808,-529
2023-04-05,9533649,IJ-117,SA02004,967,31,10,1.0,PC,N-142/67,1.3642158031618963,-629
2023-04-22,1391774,IJ-118,SA02004,630,30,27,1.0,PC,P212/1,1.4638451851284906,-612
2023-05-18,3474638,IJ-117,SA02004,725,23,25,1.0,PC,N-142/67,1.1916784379553533,-586
2023-02-27,8619201,IJ-118,SA02004,606,9,13,1.0,PC,P212/1,1.0131792412579586,-666
2023-01-21,9748887,IJ-046,SA02004,564,86,24,1.0,PC,N-142/67,0.5750436739514946,-703
2023-08-18,6094389,IJ-118,SA02004,745,81,49,1.0,PC,N-142/67,1.1092637231960052,-494
2023-04-03,2797451,IJ-117,SA05780,908,56,32,1.0,PC,N-142/67,1.2043352289687483,-631
2023-04-15,6303089,IJ-118,SA02004,7,55,27,1.0,PC,P212/1,1.1757808926733966,-619
2023-01-24,5991114,IJ-046,SA02961,77,38,18,1.0,PC,P212/1,0.8188057334973434,-700
2023-02-05,9777197,IJ-118,SA05780,238,62,15,1.0,PC,N-142/67,1.4011472039153772,-688
2023-01-04,9463169,IJ-046,SA05780,61,39,29,1.0,PC,P212/1,0.9693349554390404,-720
2023-04-05,6940313,IJ-118,SA05780,522,13,29,1.0,PC,P212/1,0.8551077699339279,-629
2023-02-14,1654220,IJ-118,SA02004,400,4,33,1.0,PC,P212/1,0.7321563603813908,-679
2023-08-22,2142083,IJ-118,SA02004,997,46,41,1.0,PC,P212/1,0.9167352614005347,-490
2023-06-04,6822853,IJ-118,SA05780,49,30,32,1.0,PC,N-142/67,1.3576377863298954,-569
2023-01-22,2442990,IJ-117,SA02004,13,45,31,1.0,PC,N-142/67,1.310486508403363,-702
2023-12-11,8879973,IJ-117,SA02961,28,14,42,1.0,PC,P212/1,0.7529263174056597,-379
2023-10-26,4345364,IJ-118,SA02961,136,83,46,1.0,PC,N-142/67,1.4755561402239508,-425
2023-07-05,2800203,IJ-046,SA02961,441,31,7,1.0,PC,P212/1,1.3877007714135288,-538
2023-10-02,7264512,IJ-046,SA02961,694,81,31,1.0,PC,N-142/67,1.3020907517757097,-449
2023-01-20,6200265,IJ-118,SA05780,664,51,10,1.0,PC,P212/1,0.8459012098828392,-704
2023-08-24,4883856,IJ-046,SA02004,389,15,34,1.0,PC,N-142/67,0.6277479449702886,-488
2023-11-27,7303751,IJ-117,SA02961,412,26,48,1.0,PC,N-142/67,1.2317622040926937,-393
2023-03-03,6671513,IJ-117,SA02004,188,10,19,1.0,PC,N-142/67,0.9522327759106157,-662
2023-06-29,1833468,IJ-117,SA02004,47,86,28,1.0,PC,N-142/67,1.0228758380527463,-544
2023-07-10,3780654,IJ-046,SA02004,492,16,14,1.0,PC,P212/1,1.1612295273300393,-533
2023-05-26,8684717,IJ-117,SA05780,267,90,46,1.0,PC,P212/1,0.6975672872555843,-578
2023-04-28,1469712,IJ-118,SA05780,677,45,21,1.0,PC,N-142/67,1.176256063887159,-606
2023-06-01,6477918,IJ-046,SA05780,930,76,44,1.0,PC,N-142/67,0.9428425722941817,-572
2023-08-02,6464664,IJ-046,SA05780,51,70,1,1.0,PC,N-142/67,0.8328942138919532,-510
2023-12-27,3898711,IJ-118,SA02961,795,14,40,1.0,PC,N-142/67,0.6540414946928943,-363
2023-01-20,8386339,IJ-118,SA02004,967,66,24,1.0,PC,P212/1,0.6846326156002881,-704
2023-05-14,9570185,IJ-117,SA02004,78,15,49,1.0,PC,P212/1,1.1699820400577505,-590
2023-09-27,8310037,IJ-046,SA02004,697,10,24,1.0,PC,P212/1,0.7567627140142467,-454
2023-07-04,1847104,IJ-046,SA02004,233,87,28,1.0,PC,N-142/67,0.9741172330786099,-539
2023-06-29,2130620,IJ-046,SA02004,432,6,27,1.0,PC,N-142/67,0.9338048720343385,-544
2023-12-10,8157358,IJ-117,SA02961,407,11,43,1.0,PC,N-142/67,1.0048662841646054,-380
2023-01-25,3340764,IJ-118,SA02961,976,7,45,1.0,PC,N-142/67,0.8417060413519691,-699
2023-10-10,6439235,IJ-118,SA05780,927,65,22,1.0,PC,P212/1,0.7496494784985575,-441
2023-01-07,3207919,IJ-118,SA02004,822,59,11,1.0,PC,N-142/67,0.5401803081746644,-717
2023-03-10,7056736,IJ-046,SA02004,889,73,8,1.0,PC,P212/1,0.9148212453910438,-655
2023-10-02,3860314,IJ-117,SA02961,805,7,46,1.0,PC,P212/1,1.1224741563473488,-449
2023-02-23,1256665,IJ-117,SA05780,671,49,40,1.0,PC,N-142/67,1.053567910825591,-670
2023-08-24,9363283,IJ-117,SA02961,583,7,13,1.0,PC,N-142/67,0.8687988243319522,-488
2023-11-02,5884923,IJ-118,SA05780,224,21,3,1.0,PC,P212/1,1.3211696719327075,-418
2023-09-01,9601051,IJ-117,SA05780,888,61,26,1.0,PC,P212/1,0.9500707730172712,-480
2023-02-24,7185345,IJ-046,SA02961,807,48,29,1.0,PC,N-142/67,1.4568472892310242,-669
2023-07-01,8910802,IJ-117,SA02004,99,68,24,1.0,PC,P212/1,0.5708724524856454,-542
2023-03-31,2566874,IJ-118,SA02961,815,82,38,1.0,PC,N-142/67,1.3342446149937912,-634
2023-02-02,9410048,IJ-117,SA02961,62,33,18,1.0,PC,P212/1,0.7109271867270412,-691
2023-06-24,2464872,IJ-118,SA05780,9,78,20,1.0,PC,P212/1,1.154490699796622,-549
2023-09-15,9437896,IJ-046,SA02004,727,25,33,1.0,PC,P212/1,1.3466871091206878,-466
2023-09-30,3129318,IJ-117,SA02961,61,34,31,1.0,PC,N-142/67,1.3130401337691713,-451
2023-10-24,4532478,IJ-046,SA05780,158,60,30,1.0,PC,N-142/67,0.5749591441720275,-427
2023-09-15,7718959,IJ-046,SA02004,36,43,29,1.0,PC,N-142/67,0.5217969402446555,-466
2023-10-18,2407348,IJ-046,SA02004,332,31,46,1.0,PC,N-142/67,0.8961381643329784,-433
2023-10-02,1938348,IJ-046,SA05780,712,20,27,1.0,PC,P212/1,0.8526669768216986,-449
2023-12-26,1179071,IJ-117,SA02961,592,75,27,1.0,PC,N-142/67,0.71450808942809,-364
2023-07-20,3192364,IJ-117,SA02004,55,88,46,1.0,PC,P212/1,1.1083173219479683,-523
2023-01-15,1316621,IJ-046,SA05780,188,73,28,1.0,PC,N-142/67,0.7959170708462849,-709
2023-09-22,2920443,IJ-117,SA02004,343,94,39,1.0,PC,N-142/67,1.3857358198870093,-459
2023-05-13,4352624,IJ-117,SA02004,301,11,22,1.0,PC,P212/1,1.2193257345867656,-591
2023-01-20,8670279,IJ-118,SA02004,827,85,42,1.0,PC,N-142/67,0.8742609370839952,-704
2023-04-03,1840063,IJ-117,SA02004,708,12,49,1.0,PC,P212/1,0.9389638420900303,-631
2023-01-08,8415336,IJ-117,SA02961,244,96,36,1.0,PC,P212/1,1.3027080047583164,-716
2023-08-10,1564477,IJ-117,SA02004,97,82,29,1.0,PC,P212/1,0.6120761373157999,-502
2023-12-29,1904247,IJ-118,SA02961,430,16,19,1.0,PC,N-142/67,0.723788216655273,-361
2023-09-07,3260181,IJ-046,SA02961,939,12,23,1.0,PC,P212/1,0.6174754015173411,-474
2023-12-01,1530045,IJ-118,SA05780,919,40,22,1.0,PC,N-142/67,0.8767147251408548,-389
2023-11-30,4681696,IJ-046,SA05780,183,20,6,1.0,PC,N-142/67,1.0465114937743545,-390
2023-03-05,9090336,IJ-117,SA02961,468,98,39,1.0,PC,N-142/67,1.2714484494469966,-660
2023-09-21,7305021,IJ-118,SA02004,394,69,35,1.0,PC,P212/1,0.8417046335938569,-460
2023-10-10,8641368,IJ-117,SA02961,204,80,46,1.0,PC,N-142/67,0.8506054788456657,-441
2023-12-15,2865178,IJ-117,SA05780,930,9,29,1.0,PC,N-142/67,0.9310247653583947,-375
2023-12-06,3592311,IJ-046,SA02004,552,82,42,1.0,PC,N-142/67,1.0587653035806612,-384
2023-06-15,9065217,IJ-118,SA02961,773,24,25,1.0,PC,P212/1,1.4406632534539878,-558
2023-09-13,7320831,IJ-046,SA02961,752,66,22,1.0,PC,N-142/67,1.0204781760180797,-468
2023-01-30,1042984,IJ-046,SA02004,746,70,7,1.0,PC,N-142/67,1.4923739967537641,-694
2023-01-18,7193992,IJ-117,SA02961,491,64,11,1.0,PC,N-142/67,0.700740774852377,-706
2023-09-16,7633687,IJ-117,SA05780,586,34,39,1.0,PC,P212/1,1.244901617884087,-465
2023-04-01,4980427,IJ-117,SA02961,711,2,32,1.0,PC,P212/1,1.3806321462002327,-633
2023-12-07,5608107,IJ-046,SA05780,920,7,21,1.0,PC,N-142/67,1.3767629625523807,-383
2023-12-14,3449806,IJ-117,SA02004,968,47,34,1.0,PC,N-142/67,0.9513249495738925,-376
2023-07-13,8844139,IJ-117,SA05780,799,90,22,1.0,PC,N-142/67,1.2391152722860386,-530
2023-12-29,1443083,IJ-117,SA02961,175,18,24,1.0,PC,P212/1,1.2985736526078226,-361
2023-10-31,3183730,IJ-117,SA02961,567,10,3,1.0,PC,N-142/67,1.3802675396112343,-420
2023-10-21,4662482,IJ-118,SA05780,71,30,6,1.0,PC,P212/1,1.0795478238929557,-430
2023-06-22,6406707,IJ-046,SA02004,888,80,14,1.0,PC,N-142/67,1.1294858650517785,-551
2023-12-20,6585499,IJ-046,SA02004,947,94,36,1.0,PC,N-142/67,0.5998579576615012,-370
2023-07-20,1408279,IJ-118,SA02961,99,34,15,1.0,PC,N-142/67,1.2460286616803242,-523
2023-03-15,3457110,IJ-117,SA02004,128,67,48,1.0,PC,N-142/67,1.1291402970817042,-650
2023-08-03,1887079,IJ-118,SA02961,896,45,3,1.0,PC,P212/1,1.158461994575088,-509
2023-04-06,4521462,IJ-117,SA02961,302,63,36,1.0,PC,P212/1,0.6201119896276416,-628
2023-04-04,9239535,IJ-117,SA05780,994,27,32,1.0,PC,P212/1,1.1623805187994223,-630
2023-03-09,7651286,IJ-046,SA02961,672,26,29,1.0,PC,N-142/67,0.5470298010695434,-656
2023-02-01,6059931,IJ-117,SA05780,215,31,44,1.0,PC,P212/1,0.6849881534634857,-692
2023-07-18,5011005,IJ-046,SA02961,848,2,25,1.0,PC,P212/1,0.8685740251380192,-525
2023-02-28,8336165,IJ-117,SA02961,464,88,44,1.0,PC,N-142/67,0.537330467952782,-665
2023-10-22,5680989,IJ-046,SA02961,649,49,33,1.0,PC,P212/1,1.3288721951247608,-429
2023-08-07,9790283,IJ-118,SA02004,747,28,25,1.0,PC,P212/1,1.1243749245511423,-505
2023-06-08,8136882,IJ-117,SA02961,85,59,47,1.0,PC,P212/1,1.3930615581231307,-565
2023-01-25,4014583,IJ-046,SA02961,834,58,7,1.0,PC,P212/1,0.6902435605319235,-699
2023-11-13,1209628,IJ-118,SA05780,559,45,45,1.0,PC,P212/1,1.471961668161867,-407
2023-12-08,2286863,IJ-118,SA02961,682,41,22,1.0,PC,N-142/67,0.6502323876663458,-382
2023-05-31,2750709,IJ-046,SA02004,767,53,39,1.0,PC,P212/1,0.9966664260110403,-573
2023-04-08,9639756,IJ-118,SA02004,232,20,46,1.0,PC,N-142/67,1.1860130890505562,-626
2023-02-13,9809529,IJ-046,SA02004,838,5,19,1.0,PC,N-142/67,1.2470859638584382,-680
2023-03-29,8183596,IJ-117,SA02961,807,99,10,1.0,PC,P212/1,1.0674567113416225,-636
2023-09-15,8210179,IJ-117,SA02961,523,33,2,1.0,PC,N-142/67,1.2360368321824868,-466
2023-09-12,9962021,IJ-117,SA02004,788,59,8,1.0,PC,N-142/67,0.7288120845136915,-469
2023-11-29,8891191,IJ-117,SA02961,986,76,1,1.0,PC,P212/1,0.5263774575692877,-391
2023-09-08,1979789,IJ-118,SA02961,266,71,40,1.0,PC,N-142/67,0.6011463119347037,-473
2023-05-15,7986191,IJ-118,SA02004,201,17,6,1.0,PC,N-142/67,0.6763599022529975,-589
2023-08-02,1869055,IJ-046,SA02961,553,69,33,1.0,PC,N-142/67,1.4667783023592083,-510
2023-10-10,8299137,IJ-117,SA02004,834,72,49,1.0,PC,P212/1,0.5639881077496063,-441
2023-04-12,7635475,IJ-117,SA02961,605,10,4,1.0,PC,P212/1,0.5905039626891875,-622
2023-11-06,5171601,IJ-118,SA02004,791,73,46,1.0,PC,P212/1,0.7013719882811987,-414
2023-04-28,6745946,IJ-046,SA02004,13,77,38,1.0,PC,P212/1,0.708759327492,-606
2023-12-02,4130537,IJ-046,SA02004,673,39,8,1.0,PC,N-142/67,1.4756128842902383,-388
2023-07-20,8237429,IJ-117,SA02004,788,26,21,1.0,PC,P212/1,0.6984025182248097,-523
2023-08-29,6697491,IJ-118,SA05780,159,65,19,1.0,PC,N-142/67,1.1938173067992808,-483
2023-11-01,4558801,IJ-117,SA02004,82,41,11,1.0,PC,P212/1,0.8371916653079527,-419
2023-08-15,8407739,IJ-118,SA05780,404,60,25,1.0,PC,N-142/67,1.0482642543302996,-497
2023-08-06,4137906,IJ-046,SA05780,881,43,41,1.0,PC,N-142/67,0.9451220352531808,-506
2023-01-05,8029055,IJ-046,SA02004,941,55,22,1.0,PC,N-142/67,1.4599845711955308,-719
2023-06-03,6667640,IJ-118,SA05780,462,64,37,1.0,PC,N-142/67,0.8696081691033536,-570
2023-06-01,2425174,IJ-117,SA02961,165,52,20,1.0,PC,P212/1,1.2528939362903486,-572
2023-03-30,7789878,IJ-046,SA05780,596,2,38,1.0,PC,N-142/67,1.010643172599945,-635
2023-08-13,7562053,IJ-118,SA02961,361,84,48,1.0,PC,N-142/67,1.0640549930007819,-499
2023-05-03,2459769,IJ-117,SA05780,742,24,42,1.0,PC,N-142/67,1.4530818984024196,-601
2023-10-03,9897147,IJ-117,SA02961,917,63,10,1.0,PC,N-142/67,1.108821773492655,-448
2023-07-21,6466954,IJ-046,SA05780,410,73,20,1.0,PC,N-142/67,0.6995651708561109,-522
2023-10-03,7795804,IJ-117,SA05780,852,37,23,1.0,PC,P212/1,1.2932089606764594,-448
2023-01-15,7934827,IJ-117,SA02961,841,46,36,1.0,PC,P212/1,0.6270124391369736,-709
2023-05-16,5796245,IJ-046,SA02004,712,79,25,1.0,PC,P212/1,1.1050744969726332,-588
2023-12-03,5107541,IJ-118,SA05780,54,44,39,1.0,PC,N-142/67,1.2417323487476288,-387
2023-05-01,9033516,IJ-046,SA05780,677,56,45,1.0,PC,N-142/67,0.9116971813833088,-603
2023-01-13,8870005,IJ-046,SA05780,681,17,11,1.0,PC,P212/1,0.659330583719158,-711
2023-09-26,2080465,IJ-118,SA05780,823,52,30,1.0,PC,N-142/67,0.635460354300244,-455
2023-07-09,9919592,IJ-046,SA02004,232,74,28,1.0,PC,N-142/67,1.3086405430140047,-534
2023-03-31,3882497,IJ-118,SA02961,925,18,30,1.0,PC,P212/1,1.0853066883168994,-634
2023-03-14,1916662,IJ-117,SA02961,128,33,12,1.0,PC,P212/1,1.241439979103061,-651
2023-04-11,6782824,IJ-118,SA02004,436,5,21,1.0,PC,N-142/67,0.8604720899566896,-623
2023-01-04,2514916,IJ-046,SA02004,884,20,29,1.0,PC,N-142/67,1.1615515351674115,-720
2023-07-28,1405914,IJ-117,SA05780,680,13,29,1.0,PC,P212/1,0.7433737269345008,-515
2023-09-05,4552900,IJ-046,SA02961,128,77,14,1.0,PC,N-142/67,1.1512916978715388,-476
2023-03-06,7902825,IJ-117,SA02961,447,81,21,1.0,PC,P212/1,0.823070687722862,-659
2023-08-07,4944962,IJ-117,SA02004,94,3,45,1.0,PC,P212/1,1.2349095116818083,-505
2023-10-13,8185917,IJ-118,SA02004,14,69,36,1.0,PC,N-142/67,1.3710064695572635,-438
2023-06-20,7082706,IJ-046,SA05780,483,76,2,1.0,PC,N-142/67,1.0792017183960465,-553
2023-10-20,4777845,IJ-118,SA05780,926,99,24,1.0,PC,P212/1,1.1275933746677422,-431
2023-08-31,1107675,IJ-118,SA02004,630,15,34,1.0,PC,P212/1,1.1948578067477893,-481
2023-08-27,6588650,IJ-117,SA05780,172,52,21,1.0,PC,N-142/67,1.2112954115130063,-485
2023-02-12,5021026,IJ-046,SA02961,139,87,44,1.0,PC,P212/1,0.7963851657358805,-681
2023-04-15,2559229,IJ-117,SA05780,52,53,36,1.0,PC,N-142/67,0.755337804623547,-619
2023-09-14,7762466,IJ-118,SA05780,180,90,41,1.0,PC,P212/1,1.3160806261328395,-467
2023-06-25,8144735,IJ-118,SA02004,23,95,23,1.0,PC,N-142/67,1.4278381547214494,-548
2023-03-25,2055649,IJ-046,SA02004,464,11,38,1.0,PC,N-142/67,1.0335866284319206,-640
2023-02-16,1068233,IJ-046,SA05780,785,44,1,1.0,PC,P212/1,0.9883889718403703,-677
2023-08-09,8604021,IJ-118,SA02961,126,89,20,1.0,PC,P212/1,0.6520854531067125,-503
2023-10-13,5064147,IJ-118,SA02961,496,10,41,1.0,PC,P212/1,0.9377228004126128,-438
2023-09-07,9843457,IJ-117,SA02004,879,18,14,1.0,PC,P212/1,0.6108355920007056,-474
2023-03-31,5548806,IJ-046,SA02961,333,39,49,1.0,PC,N-142/67,1.1011269093104192,-634
2023-08-24,3256076,IJ-046,SA02961,348,53,39,1.0,PC,N-142/67,1.456435768927991,-488
2023-04-25,3976369,IJ-117,SA02961,599,29,34,1.0,PC,N-142/67,0.6918365448601952,-609
